Admission grade,Age at enrollment,Application Mode,Application order,Course,Curricular units 1st sem (approved),Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Daytime/evening attendance,Debtor,Displaced,Educational special needs,Father's occupation,Father's qualification,Sum of GDP,Gender,Inflation rate,International,Marital status,Mother's occupation,Mother's qualification,Nationality Desc,Previous qualification,Previous qualification (grade),Scholarship holder,Target,Tuition fees up to date,Unemployment rate
127,34,Over 23 years old,1,Management (evening attendance),5,0,5,5,15.8,0,5,0,5,5,16.8,0,Evening,No,No,No,Other Armed Forces personnel,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,3.51,Male,1.4,No,Single,"Workers in food processing, woodworking, clothing industries",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,150,No,Graduate,Yes,8.9
138.7,31,Over 23 years old,1,Management (evening attendance),3,0,5,7,10.33333333,0,3,0,5,6,12,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Divorced,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,10.8
120.7,28,Over 23 years old,1,Management (evening attendance),4,0,5,9,11.25,0,4,0,5,7,13,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,100,No,Enrolled,Yes,7.6
140,37,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Female,2.8,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,No,15.5
130.9,28,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,6,0,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,1.79,Male,0.5,No,Married,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,148,No,Dropout,No,12.4
128.2,31,Over 23 years old,1,Management (evening attendance),2,0,5,5,11,0,0,0,5,0,0,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Male,3.7,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Dropout,No,12.7
155.7,33,Over 23 years old,1,Management (evening attendance),5,0,5,5,13.2,0,5,0,5,6,14.83333333,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Male,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Other - 11th year of schooling,120,No,Graduate,Yes,10.8
152.4,27,Over 23 years old,1,Management (evening attendance),5,0,5,5,15.2,0,5,0,5,6,14.16666667,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Male,1.4,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,10.8
144.8,28,Over 23 years old,9,Management (evening attendance),4,0,5,7,12.75,0,5,0,5,7,14.33333333,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,120,No,Enrolled,Yes,10.8
110,35,Over 23 years old,1,Management (evening attendance),3,0,5,9,11.66666667,0,5,0,5,7,11.8,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Female,3.7,No,Married,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Technological specialization course,140,Yes,Enrolled,Yes,12.7
134,25,Over 23 years old,1,Management (evening attendance),1,0,5,14,11,0,2,0,5,11,12.66666667,4,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,-0.92,Female,0.3,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Higher education - degree,120,No,Dropout,Yes,16.2
138.3,44,Over 23 years old,1,Management (evening attendance),3,0,5,9,11.33333333,0,5,0,5,8,11.14285714,0,Evening,No,No,No,"Personal Services, Security and Safety Workers and Sellers",Secondary Education - 12th Year of Schooling or Equivalent,0.79,Male,-0.3,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,Yes,13.9
133.9,30,Over 23 years old,1,Management (evening attendance),5,0,5,7,11.4,0,5,0,5,6,13.66666667,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,Yes,10.8
150,27,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-4.06,Female,2.8,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,150,No,Dropout,Yes,15.5
130.2,24,Over 23 years old,1,Management (evening attendance),5,0,5,7,12.28571429,0,5,0,5,9,12.75,1,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Female,0.3,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,150,Yes,Graduate,Yes,16.2
122.5,47,Over 23 years old,1,Management (evening attendance),4,0,5,9,11.5,0,5,0,5,6,11.6,1,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,150,No,Dropout,Yes,7.6
111.4,27,Over 23 years old,1,Management (evening attendance),1,0,5,7,11,0,0,0,5,7,0,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,0.79,Male,-0.3,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,13.9
146.2,27,Over 23 years old,1,Management (evening attendance),3,0,5,10,12.33333333,0,3,0,5,10,10.66666667,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,2.02,Female,0.6,No,Single,"Personal Services, Security and Safety Workers and Sellers",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,11.1
121.7,31,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,7,0,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,0.79,Male,-0.3,No,Single,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,Portuguese,Secondary education,133.1,No,Dropout,Yes,13.9
148,31,Over 23 years old,1,Management (evening attendance),4,0,5,11,11.25,0,4,0,5,10,10.83333333,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,0.79,Female,-0.3,No,Divorced,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,130,Yes,Enrolled,Yes,13.9
152.4,26,Over 23 years old,1,Management (evening attendance),5,0,5,5,12,0,5,0,5,6,14.83333333,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Female,1.4,No,Married,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Higher education - degree,140,No,Graduate,Yes,10.8
140,26,Over 23 years old,1,Management (evening attendance),5,0,5,5,12.4,0,5,0,5,5,12.4,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,-4.06,Male,2.8,No,Single,Intermediate Level Technicians and Professions,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,130,No,Graduate,Yes,15.5
152.1,28,Over 23 years old,1,Management (evening attendance),2,0,5,13,11,0,1,0,5,12,12,0,Evening,No,No,No,"Skilled Workers in Industry, Construction and Craftsmen",Secondary Education - 12th Year of Schooling or Equivalent,2.02,Male,0.6,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,11.1
121.9,40,Over 23 years old,1,Management (evening attendance),0,0,4,4,0,0,0,0,5,0,0,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-1.7,Female,3.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,100,No,Dropout,No,12.7
130,26,Over 23 years old,1,Management (evening attendance),3,0,5,12,10.66666667,0,3,0,5,11,10.66666667,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Higher Education - Degree,-3.12,Male,-0.8,No,Married,Legislative/Executive Directors and Managers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,160,Yes,Dropout,No,9.4
146,34,Over 23 years old,1,Management (evening attendance),5,0,5,5,14.2,0,5,0,5,5,14.6,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Higher Education - Master's,-1.7,Male,3.7,No,Married,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,150,No,Enrolled,Yes,12.7
127.7,25,Over 23 years old,1,Management (evening attendance),4,0,5,12,12.5,0,4,0,5,10,11,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Secondary Education - 12th Year of Schooling or Equivalent,0.79,Female,-0.3,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,133.1,No,Enrolled,Yes,13.9
170,43,Over 23 years old,1,Management (evening attendance),5,0,5,5,11.8,0,5,0,5,6,14,0,Evening,No,No,No,Specialists in Intellectual and Scientific Activities,Secondary Education - 12th Year of Schooling or Equivalent,-3.12,Male,-0.8,No,Widower,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,9.4
118.4,39,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,No,No,Student,Unknown,0.32,Female,2.6,No,Married,Student,Unknown,Portuguese,12th year of schooling - not completed,133.1,No,Dropout,No,7.6
129.7,35,Over 23 years old,1,Management (evening attendance),5,0,5,8,12,0,5,0,5,9,12.85714286,0,Evening,No,No,No,"Unskilled agriculture, animal production, fisheries workers",Basic education 1st cycle (4th/5th year) or equivalent,0.79,Female,-0.3,No,Divorced,"Office workers, secretaries, data processing operators",Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,140,No,Graduate,Yes,13.9
240.4,67,Over 23 years old,2,Management (evening attendance),5,0,10,24,20.66666667,0,8,0,10,15,21.73333333,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-3.4,Female,7.4,No,Divorced,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,253.1,No,Enrolled,Yes,25.4
150.3,47,Over 23 years old,1,Management (evening attendance),5,0,5,5,14.8,0,5,0,5,5,14.4,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Graduate,Yes,7.6
120,38,Over 23 years old,1,Management (evening attendance),5,0,5,6,10.6,0,2,0,5,9,11,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Female,3.7,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,140,No,Dropout,No,12.7
239.9,60,Over 23 years old,2,Management (evening attendance),3,0,10,19,20.5,0,2,0,10,18,12,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,2.11,Female,3.1,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,266.2,No,Dropout,Yes,20
239.9,93,Over 23 years old,3,Management (evening attendance),5,0,10,20,21.16666667,0,7,1,10,17,23.5,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-4.82,Female,2.9,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,270,No,Enrolled,Yes,22.1
280.7,74,Over 23 years old,2,Management (evening attendance),10,0,10,11,22.6,0,10,0,10,11,24.36666667,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-3.74,Female,5.4,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,280,No,Graduate,Yes,23.1
117.2,41,Over 23 years old,1,Management (evening attendance),5,0,5,8,11,0,5,0,5,6,11.8,1,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Graduate,Yes,7.6
141,29,Over 23 years old,1,Management (evening attendance),11,10,15,15,11.45454545,0,11,9,13,16,11.54545455,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Higher education - degree,120,No,Dropout,Yes,10.8
146.2,28,Over 23 years old,1,Management (evening attendance),11,10,14,16,11.27272727,0,10,6,11,16,12,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Higher education - degree,130,No,Graduate,Yes,10.8
109.7,29,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Female,0.3,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,16.2
281.7,49,Over 23 years old,2,Management (evening attendance),8,0,10,17,23.28571429,0,8,0,10,16,23.375,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.82,Female,1.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,260,No,Enrolled,Yes,27
111.1,31,Over 23 years old,1,Management (evening attendance),4,0,5,8,11,0,5,0,5,6,11.2,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Female,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,7.6
126.3,26,Over 23 years old,1,Management (evening attendance),0,0,5,7,0,0,0,0,5,8,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Female,0.3,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,Yes,Dropout,Yes,16.2
127.6,29,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Divorced,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,130,No,Enrolled,Yes,7.6
138.1,37,Over 23 years old,1,Management (evening attendance),5,0,5,8,13,0,4,0,5,11,13.33333333,2,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-0.92,Male,0.3,No,Facto Union,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,Yes,Dropout,Yes,16.2
132.9,32,Over 23 years old,1,Management (evening attendance),4,0,5,11,10.75,0,4,0,5,11,11.33333333,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.79,Male,-0.3,No,Married,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Dropout,Yes,13.9
130,42,Over 23 years old,1,Management (evening attendance),0,0,4,4,0,0,0,0,5,0,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Male,3.7,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,No,12.7
127.8,37,Over 23 years old,1,Management (evening attendance),4,0,5,7,10.75,0,3,0,5,7,11.33333333,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,130,No,Enrolled,Yes,7.6
286.2,81,Over 23 years old,2,Management (evening attendance),10,0,10,12,26.4,0,10,0,10,11,28,1,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,2.34,Male,3.2,No,Married,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,273.1,No,Graduate,Yes,18.7
111,28,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,3.51,Male,1.4,No,Single,"Skilled Workers in Industry, Construction and Craftsmen",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,133.1,No,Dropout,No,8.9
121.5,38,Over 23 years old,1,Management (evening attendance),2,0,5,11,10.5,0,3,0,5,9,11.33333333,1,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Other - 11th year of schooling,133.1,No,Enrolled,Yes,7.6
121.8,36,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,-1.7,Male,3.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,No,12.7
416.5,99,Over 23 years old,3,Management (evening attendance),0,0,15,15,0,0,1,0,15,12,12,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,2.06,Male,5.7,No,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,353.1,No,Dropout,Yes,34.6
154.4,27,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,Yes,10.8
149.4,29,Over 23 years old,1,Management (evening attendance),2,0,5,11,11.33333333,0,1,0,5,9,12,0,Evening,No,No,No,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,2.02,Male,0.6,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Basic education 3rd cycle (9th/10th/11th year) or equiv.,133.1,No,Dropout,No,11.1
146.2,30,Over 23 years old,1,Management (evening attendance),3,0,5,11,10.33333333,0,4,0,5,10,12.8,0,Evening,No,No,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.79,Female,0.5,No,Divorced,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,150,No,Enrolled,Yes,12.4
120,27,Over 23 years old,1,Management (evening attendance),5,0,5,12,10.6,0,5,0,5,10,11,0,Evening,No,No,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,9.4
115,25,Over 23 years old,1,Management (evening attendance),0,0,5,7,0,0,0,0,5,8,0,0,Evening,No,No,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-0.92,Male,0.3,No,Single,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Secondary education,130,No,Dropout,Yes,16.2
102.5,27,Over 23 years old,2,Management (evening attendance),0,0,5,10,0,0,0,0,5,5,0,0,Evening,No,No,No,Unskilled Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,-4.06,Male,2.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,133.1,No,Dropout,No,15.5
139,27,Over 23 years old,1,Management (evening attendance),5,0,5,5,15.8,0,5,0,5,5,14.8,0,Evening,No,No,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,3.51,Female,1.4,No,Single,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,Portuguese,Higher education - degree (1st cycle),140,No,Graduate,Yes,8.9
160,31,Over 23 years old,1,Management (evening attendance),4,0,5,13,10.5,0,4,0,5,10,10.5,0,Evening,No,No,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,-4.06,Female,2.8,Yes,Single,Unskilled Workers,Basic education 1st cycle (4th/5th year) or equivalent,Brazilian,Secondary education,160,Yes,Enrolled,Yes,15.5
150.3,24,Over 23 years old,1,Management (evening attendance),3,0,5,7,11.33333333,0,0,0,5,6,0,0,Evening,No,No,No,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Technological specialization course,150,No,Dropout,Yes,10.8
154,27,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,6,0,0,Evening,No,No,No,Unskilled Workers,Secondary Education - 12th Year of Schooling or Equivalent,1.79,Female,0.5,No,Single,Intermediate Level Technicians and Professions,Higher Education - Degree,Portuguese,Secondary education,150,No,Dropout,Yes,12.4
140.9,24,Over 23 years old,1,Management (evening attendance),3,0,5,7,10.66666667,0,3,0,5,7,10.5,0,Evening,No,No,Yes,Installation and Machine Operators and Assembly Workers,Basic Education 2nd Cycle (6th/7th/8th Year) or Equivalent,1.74,Female,1.4,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,150,No,Dropout,Yes,10.8
120,40,Over 23 years old,1,Management (evening attendance),2,0,5,10,10.5,0,3,0,5,5,10.66666667,0,Evening,No,Yes,No,Administrative staff,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Male,-0.8,No,Married,Legislative/Executive Directors and Managers,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,No,9.4
152,27,Over 23 years old,1,Management (evening attendance),0,0,5,0,0,0,0,0,5,0,0,0,Evening,No,Yes,No,Administrative staff,Secondary Education - 12th Year of Schooling or Equivalent,3.51,Female,1.4,No,Single,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Higher education - degree (1st cycle),130,No,Dropout,Yes,8.9
130,41,Over 23 years old,1,Management (evening attendance),4,0,5,9,10.75,0,2,0,5,7,10,0,Evening,No,Yes,No,Armed Forces Professions,10th Year of Schooling,-3.12,Male,-0.8,No,Married,Unskilled Workers,Can read without having a 4th year of schooling,Portuguese,Secondary education,140,No,Dropout,Yes,9.4
150,28,Over 23 years old,2,Management (evening attendance),5,0,5,7,10.6,0,5,0,5,6,10.2,0,Evening,No,Yes,No,Installation and Machine Operators and Assembly Workers,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Single,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,172,Yes,Enrolled,Yes,9.4
113.9,39,Over 23 years old,1,Management (evening attendance),5,0,5,8,11,0,5,0,5,5,11.6,0,Evening,No,Yes,No,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,0.32,Female,2.6,No,Divorced,Unskilled Workers,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,7.6
156,33,Over 23 years old,1,Management (evening attendance),5,0,5,5,14.2,0,5,0,5,6,13.83333333,0,Evening,No,Yes,No,Intermediate Level Technicians and Professions,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,1.74,Male,1.4,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,120,No,Graduate,Yes,10.8
120,38,Over 23 years old,1,Management (evening attendance),3,0,5,11,11.33333333,0,4,0,5,9,12,0,Evening,No,Yes,No,Legislative/Executive Directors and Managers,Basic education 1st cycle (4th/5th year) or equivalent,-3.12,Female,-0.8,No,Married,"Personal Services, Security and Safety Workers and Sellers",Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Secondary education,110,No,Dropout,Yes,9.4
119,55,Over 23 years old,1,Management (evening attendance),0,0,5,5,0,0,0,0,5,5,0,0,Evening,No,Yes,No,Other Situation,Basic education 1st cycle (4th/5th year) or equivalent,0.32,Male,2.6,No,Legally Seperated,Other Situation,Basic education 1st cycle (4th/5th year) or equivalent,Portuguese,Other - 11th year of schooling,130,No,Dropout,No,7.6
